name,address,locality,phone
Hunters Run,40 Camden Byp,"Camden, AL 36726",(334) 682-5037
Arby's,909 Fort Dale Rd,"Greenville, AL 36037",(334) 382-2958
Huddle House,5275 Highway 280,"Harpersville, AL 35078",(205) 672-3273
Yaya's Mexican Grill,6200 Airport Blvd,"Mobile, AL 36608",(251) 380-2054
Huddle House,3106 Highway 431,"Roanoke, AL 36274",(334) 863-6424
Islamorada Fish Co,2553 Rocky Mount Rd,"Prattville, AL 36066",(334) 290-6500
Golden Corral Restaurants,1185 Center Point Pkwy,"Birmingham, AL 35215",(205) 856-6170
Kenny Roger's Roasters,1189 Center Point Pkwy,"Birmingham, AL 35215",(205) 856-9000
Milo's Hamburgers,1210 Inverness Cors,"Birmingham, AL 35242",(205) 991-6456
O'Charley's,4 Recreation Dr,"Oxford, AL 36203",(256) 831-8305
Paradise Supper 30,3204 Forrest Ave,"Gadsden, AL 35904",(256) 546-4007
Waffle House,2167 S College St,"Auburn, AL 36832",(334) 826-0810
Variety Bake Shop,108 E Peachtree St,"Scottsboro, AL 35768",(256) 574-2424
Pizza Done Right,714 Welcome Rd,"Cullman, AL 35058",(256) 796-8686
Domino's Pizza,5600 Highway 431 S,"Brownsboro, AL 35741",(256) 532-0100
Church's Chicken,Hwy 31 & Hurricane Road,"Bay Minette, AL 36507",(251) 937-3432
The Trojan House,2415 Avalon Ave,"Muscle Shoals, AL 35661",(256) 386-7762
Mama's Kitchen and Grill,2314 Us Highway 80 E,"Selma, AL 36701",(334) 875-2581
El Cazador,1930 Edwards Lake Rd,"Birmingham, AL 35235",(205) 661-0904
The Ranch House,5328 Gunn Rd,"Mobile, AL 36619",(251) 662-8226
Lannie's Bar-B-Q 2,205 Medical Center Pkwy,"Selma, AL 36701",(334) 872-8573
Pizza Hut,720 2nd Ave E,"Oneonta, AL 35121",(205) 625-3310
Chicago Pizza,218 2nd Ave NE,"Fayette, AL 35555",(205) 932-2444
Trisha's Diner,3679 State Highway 10 E,"Abbeville, AL 36310",(334) 585-0283
Alabama Slammer,3011 Ross Clark Cir,"Dothan, AL 36301",(334) 699-2494
B P Alliance,2415 Moores Mill Rd,"Auburn, AL 36830",(334) 826-0545
Quiznos,,,(256) 245-0559
First Baptist Coffee Springs,434 N Railroad St,"Coffee Springs, AL 36318",(334) 684-3813
Burger King,1780 E Main St,"Prattville, AL 36066",(334) 365-4665
Smokee Hollow BBQ,14664 Highway 13 N,"Eldridge, AL 35554",(205) 487-3556
Hardee's,3241 Point Mallard Pkwy SE,"Decatur, AL 35603",(256) 353-2968
Balcony Bar,114 W Magnolia Ave Ste C,"Auburn, AL 36830",(334) 209-2337
Dairy Queen Grill & Chill,6723 Deerfoot Pkwy,"Clay, AL 35048",(205) 683-9105
Subway,33590 Us Highway 280,"Childersburg, AL 35044",(256) 378-5076
La Pizzeria,1455 Monroe St,"Mobile, AL 36604",(251) 380-6419
Green Acres Cafe Irondale,1819 Crestwood Blvd,"Irondale, AL 35210",(205) 956-4648
Dixie Catfish Shack,2989 Highway 21,"Atmore, AL 36502",(251) 368-3300
Hickory Street Cafe,315 W Hickory St,"Sylacauga, AL 35150",(256) 401-4070
New China Restaurant,1668 Beltline Rd SW,"Decatur, AL 35601",(256) 355-8938
Blue Moon Cafe',172 S Foster St,"Dothan, AL 36301",(334) 699-2172
Flames,983 N Range St,"Dothan, AL 36303",(334) 671-8800
Steak-Out,1012 Jordan Ln NW Ste B,"Huntsville, AL 35816",(256) 533-2580
Speedy's Mexican Foods,275 Forest Rd,"Hueytown, AL 35023",(205) 744-4659
Mi Casa Mexican Restaurant,216 Walker Springs Rd,"Jackson, AL 36545",(251) 247-0012
Oriental Chef,2701 Patton Rd SW Ste H,"Huntsville, AL 35805",(256) 539-8100
Wingstop,3214 20th Ave Ste A,"Valley, AL 36854",(334) 725-9464
Captain Frank Smoke Shack,13876 S Wintzell Ave,"Bayou La Batre, AL 36509",(251) 824-1749
Dunkin',2141 Ross Clark Cir,"Dothan, AL 36301",(334) 671-0064
Pappy's Bar-B-Q,39616 Al Highway 69,"Moundville, AL 35474",(205) 371-4171
Cinnabon,5501 Atlanta Hwy,"Montgomery, AL 36117",(334) 274-0891
Burger King,25 W Selfridge St Bldg 1114,"Montgomery, AL 36112",(334) 265-3913
Taco Bell,1101 Forestdale Blvd,"Birmingham, AL 35214",(205) 798-3903
Taco Bell,1115 Government St,"Mobile, AL 36604",(251) 433-8226
Lupe's Mexican Restaurant,702 2nd Ave NW,"Cullman, AL 35055",(256) 739-3888
Royal Waffle King,32237 US Highway 280,"Childersburg, AL 35044",(256) 378-0600
Bojangles,25 S Daleville Ave,"Daleville, AL 36322",(334) 598-1181
Subway,130 Council Dr,"Odenville, AL 35120",(205) 629-7827
Krystal,1810 Crestwood Blvd,"Irondale, AL 35210",(205) 956-5988
Max's Delicatessen,3431 Colonnade Pkwy,"Birmingham, AL 35243",(205) 968-7600
Sonic Drive-In,1529 Greenbrier Dear Rd,"Anniston, AL 36207",(256) 831-9059
Krystal,1211 Industrial Pkwy,"Saraland, AL 36571",(251) 675-4915
Tao Asian Cuisine,345 Huntley Pkwy,"Pelham, AL 35124",(205) 685-8809
Country Kitchen,111 Louis Ann Mill Loop,"Brundidge, AL 36010",(334) 735-0000
McDonald's,2704 S Memorial Pkwy,"Huntsville, AL 35801",(256) 535-6064
Red Robin Gourmet Burgers,7005 Eastchase Pkwy,"Montgomery, AL 36117",(334) 396-1078
China Lin,124 Prairie St N,"Union Springs, AL 36089",(334) 738-2819
Piccadilly,1701 Mcfarland Blvd E,"Tuscaloosa, AL 35404",(205) 556-4960
Freight House Restaurant,200 Railroad St SW,"Hartselle, AL 35640",(256) 773-4600
BLIMPIE,85 S Turner Blvd,"Montgomery, AL 36114",(334) 379-9024
Marilyn's Deli,16089 E State Highway 52,"Columbia, AL 36319",(334) 696-4609
Chick-Fil-A,Bama Dining Services,"Tuscaloosa, AL 35487",(205) 348-6816
Dairy Queen Grill & Chill,1654 Beltline Rd SW,"Decatur, AL 35601",(256) 301-4461
Sonic Drive-In,3371 S Oates St,"Dothan, AL 36301",(334) 673-7800
Krispy Krunchy Chicken,8 Claiborne St,"Camden, AL 36726",(334) 682-5885
Joe's Again Buffalo Wings & Rib City,654 W Fairview Ave,"Montgomery, AL 36105",(334) 265-1462
Kobe Japanese Steakhouse & Sushi Bar,1800 Mcfarland Blvd E Ste 304,"Tuscaloosa, AL 35404",(205) 759-1400
Berkeley Bob's Coffee House,304 1st Ave SE,"Cullman, AL 35055",(256) 775-2944
Subway,1200 Bankhead Hwy W,"Birmingham, AL 35204",(205) 214-5761
Mama Lou's Restaurant,22288 Pine St,"Robertsdale, AL 36567",(251) 947-1988
Krispy Krunchy Chicken,3811 Broad St,"Pine Hill, AL 36769",(334) 963-4288
Subway,133 Bessemer Super Hwy,"Birmingham, AL 35228",(205) 929-4007
Shrimp Basket Foley,1500 S Mckenzie St,"Foley, AL 36535",(251) 943-6643
Waffle House,6781 Us Highway 90,"Daphne, AL 36526",(251) 626-0431
Subway Lafayette,903 S Lafayette St,"Lafayette, AL 36862",(334) 864-0060
Jack's Family Restaurants,2141 Highway 77,"Southside, AL 35907",(256) 442-5488
Waffle House,7106 Bailey Creek Cir SE,"Huntsville, AL 35802",(256) 883-7366
Local Color Inc,5811 Us Highway 11,"Springville, AL 35146",(205) 467-0334
D J's Diner,9040 Irvington Blb Hwy,"Irvington, AL 36544",(251) 957-2848
Cue Time Cafe & Billiards,355 Old Highway 202,"Anniston, AL 36201",(256) 238-9795
Jolly's Bar & Lounge,507 N Cherry St,"Dothan, AL 36303",(334) 793-5353
Tomatinos Pizza and Bake Shop,1036 E Fairview Ave,"Montgomery, AL 36106",(334) 264-4241
Tortillas Sabinas,25868 State Highway 75,"Oneonta, AL 35121",(205) 625-6629
Tigers Inn,132 Commerce Ave,"Valley Head, AL 35989",(256) 662-0984
Fox's Pizza Den,750 Us Highway 11,"Trussville, AL 35173",(205) 467-3444
Waffle House,3707 Summerville Rd,"Phenix City, AL 36867",(334) 480-0872
Sunset Cork Room,225 E 16th Ave,"Gulf Shores, AL 36542",(251) 967-4773
Arby's,6775 Us Highway 90,"Daphne, AL 36526",(251) 626-3645
Burger King,1407 Parkhill Pkwy,"Pell City, AL 35125",(205) 338-4303
McDonald's,17956 Highway 280,"Dadeville, AL 36853",(256) 825-8744
Subway,113 S Memorial Dr,"Prattville, AL 36067",(334) 361-9228
Waffle House,1850 Ashville Rd,"Leeds, AL 35094",(205) 699-5300
Subway,6212 Old Madison Pike NW Ste A,"Huntsville, AL 35806",(256) 722-9628
The Blue Plate,3850 W Main St Ste 300,"Dothan, AL 36305",(334) 702-7100
4th & 23rd,401 23rd Ave,"Tuscaloosa, AL 35401",(205) 464-4999
El Patron,13655 Highway 43 Ste F,"Russellville, AL 35653",(256) 332-8088
Blue & White Restaurant,41033 Highway 77,"Ashland, AL 36251",(256) 354-2024
Krispy Kreme,5474 Atlanta Hwy,"Montgomery, AL 36109",(334) 277-7320
Rock Bottom,2430 Eastern Blvd,"Montgomery, AL 36117",(334) 239-7625
Wendy's,2060 W Main St,"Centre, AL 35960",(256) 927-7470
Wintzell's Oyster House,105 Commerce St,"Montgomery, AL 36104",(334) 262-4257
Coast Seafood Inc,3881 Johnson Rd,"Coden, AL 36523",(251) 873-4164
Taco Bell,1801 Pinson Valley Pkwy,"Tarrant, AL 35217",(205) 849-7464
B & D Seafood,7660 Patruski Rd,"Coden, AL 36523",(251) 824-2338
Earlie's Sandwich Shop,712 Stephens St,"Montgomery, AL 36108",(334) 262-9358
Chick-fil-A,800 Lakeshore Dr,"Birmingham, AL 35229",(205) 726-2637
Krystal,3032 Tyler Dr,"Northport, AL 35476",(205) 330-8002
Subway,508 4th St SW,"Red Bay, AL 35582",(256) 356-2195
Dante's Pizza,800 Airport Dr Ste 9,"Dothan, AL 36303",(334) 983-1355
McDonald's,3755 Highway 14,"Millbrook, AL 36054",(334) 285-4554
Justin's Seafood,1870 Mount Meigs Rd,"Montgomery, AL 36107",(334) 263-2119
Fiesta Mexicana,117 Highway 72 E,"Tuscumbia, AL 35674",(256) 383-1400
Brick Oven Pizza,2520 Enterprise Dr,"Opelika, AL 36801",(334) 745-0223
Rancho Grande Grill,113 S Main St,"Opp, AL 36467",(334) 493-0444
Bojangles,11375 Memorial Pkwy SE,"Huntsville, AL 35803",(256) 881-6469
Annie's Subs,3801 Day St,"Montgomery, AL 36108",(334) 262-6261
Burger King,5001 Bond Blvd,"Bessemer, AL 35022",(205) 426-2347
La Cabana,4055 Al Highway 9,"Cedar Bluff, AL 35959",(256) 779-8181
Subway,60 Titus Rd,"Titus, AL 36080",(334) 514-9930
Willow's Edge Restaurant,922 8th St NW,"Gordo, AL 35466",(205) 364-1007
Little Caesars Pizza,636 S Memorial Dr,"Prattville, AL 36067",(334) 361-3374
Captain D's Seafood Kitchen,407 Main St,"Trussville, AL 35173",(205) 655-7241
Rickey J's Bakery,6408 Old Springville Rd,"Pinson, AL 35126",(205) 680-4999
China Cafe,3018 Pelham Pkwy,"Pelham, AL 35124",(205) 663-9588
Chef Lee Restaurant,2371 Highway 14 W,"Autaugaville, AL 36003",(334) 358-2443
Lyn's Gracious Goodness,2306 Whitesburg Dr SW,"Huntsville, AL 35801",(256) 533-2607
Kathleen's Catering & Chocolate Gallery,8415 Whitesburg Dr SE,"Huntsville, AL 35802",(256) 882-3373
Dean's Grill,400 N Main St,"Atmore, AL 36502",(251) 368-5785
Stix Restaurant,10240 Eastern Shore Blvd,"Spanish Fort, AL 36527",(251) 621-9088
Via Emilia,5901 Old Shell Rd,"Mobile, AL 36608",(251) 342-3677
Kathys Catfish and Seafood Restaurant,6005 County Road 434,"Trinity, AL 35673",(256) 974-8596
Lad & Dad’s Steak & Seafood Market,3319 Demetropolis Rd,"Mobile, AL 36693",(251) 666-6610
Hungry Howie's Pizza,1501 11th Ave S,"Birmingham, AL 35205",(205) 933-7373
Taiwan Chinese Restaurant,960 Schillinger Rd S,"Mobile, AL 36695",(251) 639-0180
Chick-Fil-A At Gadsden At 4th Street,1008 S 4th St,"Gadsden, AL 35901",(256) 543-7770
Cocina Superior,587 Brookwood Vlg,"Birmingham, AL 35209",(205) 259-1980
Loco's Grill & Pub,1120A N College St,"Auburn, AL 36830",(334) 501-5026
Hardee's,303 Highway 78 W,"Jasper, AL 35501",(205) 387-8583
Sonny's Family Fun Center,25455 Highway 69,"Jasper, AL 35504",(205) 387-7869
Laredo Mexican Grille,1832 Opelika Rd,"Auburn, AL 36830",(334) 826-2724
Pita Pit,157 N College St,"Auburn, AL 36830",(334) 887-1010
Amsterdam Cafe,410 S Gay St,"Auburn, AL 36830",(334) 826-8181
Roly Poly,2310 4th St,"Tuscaloosa, AL 35401",(205) 366-1222
Hotel Capstone,320 Paul W Bryant Dr,"Tuscaloosa, AL 35401",(205) 752-3200
Dreamland BBQ,5535 15th Ave E,"Tuscaloosa, AL 35405",(205) 758-8135
Waffle House,183 Highway 43 S,"Tuscumbia, AL 35674",(256) 383-8840
Snap Decisions Catering,14517 Highway 69 N,"Northport, AL 35475",(205) 339-0889
Amigos Mexican Restaurant,2511 Mcfarland Blvd,"Northport, AL 35476",(205) 333-2823
Logan's Roadhouse,7724 Ludington Ln,"Irondale, AL 35210",(205) 957-9775
Salsarita's Fresh Cantina,8015 Vaughn Rd,"Montgomery, AL 36116",(334) 356-5430
Madison Hotel,120 Madison Ave,"Montgomery, AL 36104",(334) 264-2231
Dobbs Famous Bar-B-Que,2636 S Oates St,"Dothan, AL 36301",(334) 794-5195
Kfc,6808 Atlanta Hwy,"Montgomery, AL 36117",(334) 396-7049
Mellow Mushroom,7915 Vaughn Rd,"Montgomery, AL 36116",(334) 213-6443
Church's Chicken,10777 Highway 119,"Alabaster, AL 35007",(205) 620-0924
Folcarelli's Pizza,8125 Decker Ln,"Montgomery, AL 36117",(334) 244-9496
Ichiban Japanese Grill,502 15th St,"Tuscaloosa, AL 35401",(205) 752-8844
Chuck's Fish,Terrace At Greystone 5426 U.S 280,"Birmingham, AL 35242",(205) 995-0495
Momma Goldberg's Deli,7960 Vaughn Rd,"Montgomery, AL 36116",(334) 517-1071
McAlister's Deli,4977 Promenade Pkwy Ste 121,"Bessemer, AL 35022",(205) 426-0387
Oak Hill Bar & Grill,2835 18th St S,"Birmingham, AL 35209",(205) 870-8277
Sebastien's,330 Al Highway 75 N,"Albertville, AL 35951",(256) 660-1222
Heroes American Grille,8896 McClellan Blvd,"Anniston, AL 36206",(256) 405-4366
Bimini Bob's Cabana Cafe,4673 Wharf Pkwy,"Orange Beach, AL 36561",(251) 424-1900
Firehouse Subs,9912 Dimitrios Blvd,"Daphne, AL 36526",(251) 626-7827
WingOut Express,14 Green Springs Hwy,"Homewood, AL 35209",(205) 203-4264
Albany Bistro,1051 Grant St SE,"Decatur, AL 35601",(256) 686-1667
Saw Mill Diner,7321 Highway 19,"Vina, AL 35593",(256) 356-9227
The Melting Pot,340 The Bridge St Ste 202,"Huntsville, AL 35806",(256) 327-8888
China Garden,1848 Patriot Way,"Cullman, AL 35055",(256) 734-6682
Hardee's,1086 Ross Clark Cir,"Dothan, AL 36303",(334) 446-4026
Genesis Restaurant & Catering,222 W Jeff Davis Ave,"Montgomery, AL 36104",(334) 649-4022
Little Caesars Pizza,1189 Center Point Pkwy,"Birmingham, AL 35215",(205) 815-1426
Southern Fixin,9565 Highway 53,"Ardmore, AL 35739",(256) 420-8601
Church's Texas Chicken,9929 Parkway E,"Birmingham, AL 35215",(205) 853-8030
Whitehall Triple Spot,787 Freedom Rd,"Hayneville, AL 36040",(334) 875-2300
Moe's Original BBQ,731 29th St S,"Birmingham, AL 35233",(205) 252-5888
Thai Place,173 Ashton Plaza St,"Millbrook, AL 36054",(334) 285-1750
Southern Girls Restaurant,2808 Citizens Pkwy,"Selma, AL 36701",(334) 874-0090
Burrito Express,1260 Us Highway 72 E Ste G,"Athens, AL 35611",(256) 233-5330
New Day Cafe,200 Clinton Ave W,"Huntsville, AL 35801",(256) 270-8407
Club South,1102 10th St S,"Birmingham, AL 35205",(205) 251-0512
B & A Cafe,2474 County Road 21,"Greensboro, AL 36744",(334) 624-4008
Dot's Dairy Den,5371 Main Dr,"New Hope, AL 35760",(256) 723-9996
Hardee's,906 Ann St,"Montgomery, AL 36107",(334) 262-0650
Orleans Poboys,960 Schillinger Rd S Ste K,"Mobile, AL 36695",(251) 633-3900
Jessie Lou's Pizzeria,3198 Old Railroad Bed Rd,"Harvest, AL 35749",(256) 325-7665
Whistle Stop Cafe,210 N Main St,"Linden, AL 36748",(334) 295-4661
Zaxby's,2675 Zelda Rd,"Montgomery, AL 36107",(334) 293-9933
Checkers,2150 S Mckenzie St,"Foley, AL 36535",(251) 943-6478
Waffle House,12615 Foley Beach Expy,"Foley, AL 36535",(251) 943-5411
Mr Wok,2601 S Mckenzie St Ste 156,"Foley, AL 36535",(251) 943-4421
Palms Bar and Grille,27075 Marina Rd,"Orange Beach, AL 36561",(251) 981-1416
Little Caesars Pizza,2 Westridge Dr Ste B,"Phenix City, AL 36870",(334) 732-0014
Las Casuelas,922 Saraland Blvd S,"Saraland, AL 36571",(251) 679-4927
Master Joe's,21 N Section St,"Fairhope, AL 36532",(251) 928-8668
Arby's,2420 S McKenzie St,"Foley, AL 36535",(251) 971-1331
Rogue Tavern,2312 2nd Ave N,"Birmingham, AL 35203",(205) 202-4151
Captain Anderson Seafood,4442 Troy Hwy,"Montgomery, AL 36116",(334) 281-0054
La Canasta Mexican Store,1614 Kent Dairy Rd,"Alabaster, AL 35007",(205) 621-3127
Mellow Mushroom Huntsville,470 Providence Main St NW,"Huntsville, AL 35806",(256) 864-2727
Dairy Queen Grill & Chill,4318 Mobile Hwy,"Montgomery, AL 36108",(334) 288-7001
Dairy Queen Grill & Chill,6120 Atlanta Hwy,"Montgomery, AL 36117",(334) 244-9490
Guthrie’s,704 2nd Ave NW,"Cullman, AL 35055",(256) 775-1593
Gumbo Shack,212-1/2 Fairhope Av,"Fairhope, AL 36532",(251) 928-4100
Tenders Inc,101 Intercom Dr,"Madison, AL 35758",(256) 464-7811
Pearson's Cafe,26032 Highway 75 N,"Allgood, AL 35013",(205) 625-6616
Bertino's,1540 Florence Blvd,"Florence, AL 35630",(256) 766-2541
Starbucks Coffee,6275 University Dr NW,"Huntsville, AL 35806",(256) 964-9195
Subway,506 S Main St,"Linden, AL 36748",(334) 422-5533
Sonic Drive-In,15376 Highway 43,"Russellville, AL 35653",(256) 331-3422
Buffalo Wild Wings,840 Colonial Promenade Pkwy,"Alabaster, AL 35007",(205) 664-0040
Little Caesars Pizza,1330 E Highland Ave,"Selma, AL 36703",(334) 874-1298
Krystal,1914 Cobbs Ford Rd,"Prattville, AL 36066",(334) 361-2020
Pratt Pub & Oyster Bar,1720 E Main St,"Prattville, AL 36066",(334) 361-0009
Shaw's Bar-B-Que,740 Park Ave,"Moody, AL 35004",(205) 640-5023
Jack's Family Restaurants,2103 7th St S,"Clanton, AL 35045",(205) 564-6798
Hunt Brothers Pizza,3000 Vaughn Rd,"Montgomery, AL 36106",(334) 272-0555
Hardee's,202 Cox Creek Pkwy,"Florence, AL 35630",(256) 766-0347
The Honey Baked Ham Company,1451 Gateway Dr Ste C,"Opelika, AL 36801",(334) 741-8411
Harry's Bar,1330 Hargrove Rd,"Tuscaloosa, AL 35401",(205) 758-9332
Giuseppe's Cafe,925 8th St S,"Birmingham, AL 35205",(205) 324-2626
Captain D's Seafood Kitchen,230 Oxmoor Cir Ste 1101,"Birmingham, AL 35209",(205) 945-1008
A-1 Bar-B-Que,2511 Upper Wetumpka Rd,"Montgomery, AL 36107",(334) 263-0068
China,902 Highway 78 E,"Jasper, AL 35501",(205) 295-1558
David's Catfish,323 Greenville Byp,"Greenville, AL 36037",(334) 371-9500
Los Mariachis,2121 Whitesburg Dr SE Ste A,"Huntsville, AL 35801",(256) 533-5255
Panda Haven,6300 Grelot Rd Ste K,"Mobile, AL 36609",(251) 633-6808
Red Star Tavern,7078 Eastchase Pkwy,"Montgomery, AL 36117",(334) 395-6665
The Booth,504 21st Ave,"Tuscaloosa, AL 35401",(205) 764-0568
Bertile's Restaurant,19295 N 3rd St,"Citronelle, AL 36522",(251) 866-5323
China Chef Restaurant,333 Greeno Rd S,"Fairhope, AL 36532",(251) 990-0999
Franklin Primary Health Center Inc,1303 Dr Martin L King Jr Ave,"Mobile, AL 36603",(251) 432-4117
Taco Casa - Office,1060 Fairfax Park,"Tuscaloosa, AL 35406",(205) 752-0990
South's Finest Meats & Vegetables,6405 University Blvd E,"Cottondale, AL 35453",(205) 507-1108
Big Ed's,1411 Huntsville Rd,"Florence, AL 35630",(256) 275-3848
La Subs,29640 State Highway 181,"Daphne, AL 36526",(251) 625-4334
Maghees Grill On The Hill,3607 Old Shell Rd,"Mobile, AL 36608",(251) 445-8700
Zaxby's,2221 Us Highway 431,"Boaz, AL 35957",(256) 593-8220
American Deli,306 Oxmoor Rd,"Birmingham, AL 35209",(205) 912-7114
Wings & Teriyaki,734 Graymont Ave W,"Birmingham, AL 35204",(205) 780-0264
Young Barn Pub & Oyster Bar,5331 Young Barn Rd,"Montgomery, AL 36106",(334) 819-7423
Old Vienna Bakery & Eatery,5491 Main Dr,"New Hope, AL 35760",(256) 723-4225
Jefferson's,8146 Us Highway 431,"Albertville, AL 35950",(256) 279-0413
Nino's Italian Restaurant,2698 Pelham Pkwy,"Pelham, AL 35124",(205) 620-1116
Springhouse Restaurant,12 Benson Mill Rd,"Alexander City, AL 35010",(256) 215-7080
Mt. Fuji Japanese Sushi Steakhouse,120 Doug Baker Blvd,"Birmingham, AL 35242",(205) 995-0588
Abner's Chicken Tenders,300 Fairhope Ave,"Fairhope, AL 36532",(251) 928-6500
Starbucks Coffee,2601 S Mckenzie St,"Foley, AL 36535",(251) 971-6536
Checkers,206 N Gay St,"Auburn, AL 36830",(334) 502-1489
Long John Silver's - PERM CLOSED,631 Quintard Ave,"Anniston, AL 36201",(256) 237-6360
Point University Golf Club,2001 Country Club Rd,"Lanett, AL 36863",(334) 644-4503
Byron's Smokehouse,436 Opelika Rd,"Auburn, AL 36830",(334) 887-9981
Five Guys Burgers & Fries,4401 Old Shell Rd,"Mobile, AL 36608",(251) 447-2394
Rincon Latino,425 N Eastern Blvd,"Montgomery, AL 36117",(334) 239-7263
Johnny Ray's BBQ,309 Huntley Pkwy,"Pelham, AL 35124",(205) 664-0501
McDonald's,33311 Highway 43,"Thomasville, AL 36784",(334) 637-0101
Boston Fish Supreme,1363 Bessemer Rd,"Birmingham, AL 35208",(205) 925-9880
K & M Sports Bar & Grill,260 Goodwin Crest Dr,"Birmingham, AL 35209",(205) 776-8661
Dean Restaurants,426 Summit Pl,"Birmingham, AL 35243",(205) 970-5173
Dyron's,121 Oak St,"Mountain Brk, AL 35213",(205) 834-8257
Joel's Restaurant,312 Main St,"Trussville, AL 35173",(205) 655-8248
Subway,900 Arkadelphia Rd,"Birmingham, AL 35254",(205) 226-4709
China King,627 Boll Weevil Cir,"Enterprise, AL 36330",(334) 393-0888
Beijing,1663 E Main St,"Prattville, AL 36066",(334) 361-8848
Satori Coffee House,5460 Old Shell Rd,"Mobile, AL 36608",(251) 344-4575
Momma Goldberg's Deli,3051 Frederick Rd,"Opelika, AL 36801",(334) 705-8999
LawLers Barbecue Express 5,11310 Memorial Pkwy SW,"Huntsville, AL 35803",(256) 882-5404
Chris's Place,2883 J M Brooks Rd,"Coy, AL 36435",(334) 337-4797
Subway,951 Schillinger Rd N,"Mobile, AL 36608",(251) 607-7291
Alley Bar,166 Commerce St,"Montgomery, AL 36104",(334) 387-3333
Kool Korner Sandwiches,790 Montgomery Hwy,"Vestavia, AL 35216",(205) 822-4406
Sand Bar & Grill,536 Honda Dr,"Lincoln, AL 35096",(205) 763-0929
Cracker Barrel Old Country Store,2001 Drake Ave SW,"Huntsville, AL 35801",(256) 881-4177
China Star,131 Magnolia St S,"Lincoln, AL 35096",(205) 763-0889
Subway,2423 Schillinger Rd S Ste 25,"Mobile, AL 36695",(251) 634-1335
Bernetti's Diner,2147 Pelham Pkwy,"Pelham, AL 35124",(205) 733-3756
TravelCenters of America,3801 McFarland Blvd E,"Tuscaloosa, AL 35405",(205) 553-0330
Moe's Southwest Grill,2330 Mcfarland Blvd E,"Tuscaloosa, AL 35404",(205) 344-6689
Chick-fil-A,1620 Mcfarland Blvd,"Northport, AL 35476",(205) 330-1110
Pane E Vino Pizzeria,300 Church St SW,"Huntsville, AL 35801",(256) 533-1180
Hardee's,8441 Highway 31,"Calera, AL 35040",(205) 668-0402
Church's Texas Chicken,1290 W Front St N,"Thomasville, AL 36784",(334) 636-8182
Phuket,475 Providence Main St NW Ste 102,"Huntsville, AL 35806",(256) 489-1612
Mary's Restaurant,26064 Highway 69,"Jasper, AL 35504",(205) 265-2222
Tokyo,6521 Highway 69 S,"Tuscaloosa, AL 35405",(205) 366-1177
Taco Bell,1443 Old Highway 43,"Thomasville, AL 36784",(334) 636-1849
Momma Goldbergs Deli,4647 Highway 280,"Birmingham, AL 35242",(205) 980-1999
Still Water Pub,2109 7th Ave S,"Birmingham, AL 35233",(205) 202-5626
Tokyo Japanese Steak House,594 Pinnacle Pl,"Prattville, AL 36066",(334) 285-7088
Dora Cafe,2215 Highway 78,"Dora, AL 35062",(205) 648-2922
Jack's Family Restaurants,2109 7th St N,"Clanton, AL 35045",(205) 755-3687
Gabriella's,321 17th St N,"Birmingham, AL 35203",(205) 983-7249
Full Moon Bar-B-Que,5042 Bond Blvd,"Bessemer, AL 35022",(205) 481-1154
Subway,625 19th St S 2nd Fl,"Birmingham, AL 35233",(205) 703-8044
Gray Lady,521 Greensboro Ave,"Tuscaloosa, AL 35401",(205) 469-9521
Bojangles',2581 Pelham Pkwy,"Pelham, AL 35124",(205) 663-0633
The Split,9655 Pulaski Pike,"Toney, AL 35773",(256) 828-9668
Melina's,430 Main Ave,"Northport, AL 35476",(205) 758-0450
Hardee's,13151 N Hickory St,"Loxley, AL 36551",(251) 964-6250
Tilted Kilt,14 Perimeter Park S,"Birmingham, AL 35243",(205) 972-0204
Couture,1905 Main St,"Daphne, AL 36526",(251) 626-9895
Zaxby's,2880 Allison Bonnett Memorial Dr,"Hueytown, AL 35023",(205) 491-6433
Oaks Cafe,2579 Douglas Ave,"Brewton, AL 36426",(251) 867-9787
Little Caesars Pizza,1626 Darby Dr,"Florence, AL 35630",(256) 768-0977
Mary's Restaurant,105 Burlington Ave,"Cordova, AL 35550",(205) 483-6907
Guelaguetza Bakery,16871 Al Highway 168,"Albertville, AL 35951",(256) 561-3035
Osaka Sushi Bar,499 Greystone Way,"Prattville, AL 36066",(334) 358-5818
Riverside Grill & Bait Shop,1210 County Road 131,"Cedar Bluff, AL 35959",(877) 576-6406
Otters,5 Tranquility Base,"Huntsville, AL 35805",(256) 830-2222
The Cafe,7179 Highway 207,"Anderson, AL 35610",(256) 247-5042
Waffle House,13035 N Wintzell Ave,"Bayou La Batre, AL 36509",(251) 824-1747
Nancys Diner,412 Carson Rd N,"Birmingham, AL 35215",(205) 854-3979
China Garden,812 Tuscaloosa St,"Greensboro, AL 36744",(334) 624-8090
Alcove,730 22nd Ave,"Tuscaloosa, AL 35401",(205) 469-9110
Hickory Pit Too,8919 Moffett Rd,"Semmes, AL 36575",(251) 645-3805
The Blue Gill,3775 Battleship Pkwy,"Daphne, AL 36527",(251) 625-1998
Wesley's,106 Coliseum Blvd,"Montgomery, AL 36109",(334) 649-1930
Chick-fil-A,1812 Highway 78 E,"Jasper, AL 35501",(205) 221-0308
Applebee's,2409 S Mckenzie St,"Foley, AL 36535",(251) 943-6006
