name,address,locality,phone
Marechi Mexican Restaurant Inc,4740 E Main St,"Columbus, OH 43213",(614) 868-1669
Dave's Cosmic Subs,186 N Main St,"Hudson, OH 44236",(330) 342-5666
Skyline Chili,110 North Point Drive,"Mount Orab, OH 45154",(937) 444-0203
Panera Bread,1203 Brown St,"Dayton, OH 45409",(937) 223-6700
Burger King,3022 Cleveland Ave NW,"Canton, OH 44709",(330) 492-4052
China Dragon,87 Northfield Rd,"Bedford, OH 44146",(440) 232-5911
Quaker Steak & Lube,4900 Transportation Dr,"Sheffield Village, OH 44054",(440) 934-9464
Penn Station East Coast Subs,10701 Harrison Ave,"Harrison, OH 45030",(513) 367-7004
Lenny's Sub Shop,8215 N High St,"Columbus, OH 43235",(614) 430-9920
Carol's Speakeasy Lounge,4440 S Dixie Hwy,"Franklin, OH 45005",(513) 424-9243
Grandma's Backyard BBQ,610 S Fostoria Rd,"Port Clinton, OH 43452",(419) 734-7471
Steel's Beverage & Deli,1248 High St,"Fairport Harbor, OH 44077",(440) 358-0094
Fins & Feathers,3200 Woodburn Ave,"Cincinnati, OH 45207",(513) 751-3431
Subway,11351 Buckeye Rd,"Cleveland, OH 44104",(216) 791-9114
Dairy Queen Grill & Chill,4009 State Route 14,"Rootstown, OH 44272",(330) 325-1314
Geppetto's Pizza,4967 Dover Center Rd,"North Olmsted, OH 44070",(440) 734-5800
Sonny's All Blues Cafe & Lounge,4040 Reading Rd,"Cincinnati, OH 45229",(513) 281-0410
Sonic Drive-In,695 S 30th St,"Heath, OH 43056",(740) 522-0777
Kay's Place,5552 State Route 193,"Kingsville, OH 44048",(440) 224-2104
Subway,107 S High St,"Columbus, OH 43215",(614) 461-7827
Club Trio,5744 Springdale Rd,"Cincinnati, OH 45247",(513) 385-1005
Red Circle Bar & Lanes,6056 State Rd,"Parma, OH 44134",(440) 886-0220
LongHorn Steakhouse,6035 Blazer Pkwy,"Dublin, OH 43017",(614) 760-5560
McDonald's,11420 Buckeye Rd,"Cleveland, OH 44104",(216) 229-8505
Arby's,2219 Mentor Ave,"Painesville, OH 44077",(440) 354-8392
Bier Stube,1479 N High St,"Columbus, OH 43201",(614) 299-5467
Henke Winery,3077 Harrison Ave,"Cincinnati, OH 45211",(513) 662-9463
Applebee's,4191 Rockside Rd,"Seven Hills, OH 44131",(216) 328-0376
Gold Star Chili,1048 Old Us Highway 52,"New Richmond, OH 45157",(513) 553-2536
McDonald's,1645 N Detroit St,"Xenia, OH 45385",(937) 374-0103
Papa Joe's Pizza,6784 Refugee Rd,"Canal Winchester, OH 43110",(614) 920-9710
Sapp Restaurant Enterprises inc.,1055 Polaris Pkwy,"Columbus, OH 43240",(614) 842-4700
Pizza Hut,34165 Aurora Rd,"Solon, OH 44139",(440) 349-3313
Pandrones Pizza West,3784 Allentown Rd,"Lima, OH 45807",(419) 331-3111
Razzle's,27128 Bagley Rd,"Olmsted Twp, OH 44138",(440) 235-3663
Boston's Bistro & Pub,7500 N Main St,"Dayton, OH 45415",(937) 461-1002
Pizza Hut,6625 Dixie Hwy,"Fairfield, OH 45014",(513) 860-0100
Kam Wah 28 Chinese Restaurant,1432 N Shoop Ave,"Wauseon, OH 43567",(419) 335-1955
Wendy's,1880 E Dorothy Ln,"Dayton, OH 45429",(937) 502-4270
Brass Pelican On the River,132 Main St,"Huron, OH 44839",(419) 433-5555
Westerview Plaza Pizza,30 Westerview Dr,"Westerville, OH 43081",(614) 882-9494
Nate & Wally's Fish Bowl,149 E Wooster St,"Bowling Green, OH 43402",(419) 353-3209
La Casa Di Pizza Inc,1268 Research Rd,"Columbus, OH 43230",(614) 759-9911
Millie's Restaurant,39239 Bradbury Rd,"Middleport, OH 45760",(740) 992-7713
The Seattle Cafe,400 Mill Ave SE Ste 705,"New Philadelphia, OH 44663",(330) 339-9030
Burger King,1205 W Hunter St,"Logan, OH 43138",(740) 380-1431
Speed Zone Carryout,1983 Bellbrook Ave,"Xenia, OH 45385",(937) 376-1200
Bob Evans Restaurant,103 County Road 406,"South Point, OH 45680",(740) 894-4412
The Varsity Grille,451 Portland Way N,"Galion, OH 44833",(419) 462-2770
Subway,680 N Main St,"Springboro, OH 45066",(937) 748-6885
Releaf Sports Bar,5963 Cheviot Rd,"Cincinnati, OH 45247",(513) 385-5323
Christie's Candies & Mints,2002 Glendale Ave,"Toledo, OH 43614",(419) 382-7313
McDonald's,101 E Chestnut St,"Coshocton, OH 43812",(740) 622-4300
Cracker Barrel Old Country Store,1395 Ford St,"Maumee, OH 43537",(419) 482-6096
Puerto Vallarta,869 Hebron Rd,"Newark, OH 43056",(740) 522-0730
B & E Pizza,333 E Blagrove St,"Richwood, OH 43344",(740) 943-5750
Pirate's Pizza,78 Front St NW,"Malta, OH 43758",(740) 962-9058
Starbucks Coffee,19555 Detroit Rd,"Rocky River, OH 44116",(440) 356-1760
McDonald's,10020 Avon Lake Rd,"Burbank, OH 44214",(330) 948-0104
Romeo's Pizza,1663 Pearl Rd,"Brunswick, OH 44212",(330) 558-0058
Long John Silver's - CLOSED,123 Raff Rd SW,"Canton, OH 44710",(330) 477-3965
Subway,10392 Fremont Pike,"Perrysburg, OH 43551",(419) 874-4260
Burger King,2348 E Wheeling Ave,"Cambridge, OH 43725",(740) 432-1837
Arby's,1215 E Columbus St,"Kenton, OH 43326",(419) 674-4100
Dairy Queen,160 S High St,"Cortland, OH 44410",(330) 638-1557
T & A Bar & Grill,801 Foster Ave,"Elyria, OH 44035",(440) 322-6773
Pizza Hut,3425 Secor Rd,"Toledo, OH 43606",(419) 536-3336
Papa Johns Pizza,540 Wilmington Ave,"Dayton, OH 45420",(937) 254-7272
Carfagna's Kitchen,2025 Polaris Pkwy,"Columbus, OH 43240",(614) 848-4488
Lucca Restaurant,228 4th St NW,"Canton, OH 44702",(330) 456-2534
Subway,6494 Brecksville Rd,"Independence, OH 44131",(216) 524-1589
Wendy's,2061 E Dublin Granville Rd,"Columbus, OH 43229",(614) 846-1799
Chick-fil-A,8787 Sancus Blvd,"Columbus, OH 43240",(614) 888-8787
Subway,33382 Walker Rd,"Avon Lake, OH 44012",(440) 930-2727
Rafaels Dinner Solutions Pers,3496 Westerville Woods Dr,"Columbus, OH 43231",(614) 323-9846
Good Times Cafe,3303 E 55th St,"Cleveland, OH 44127",(216) 883-9166
Wok of China,5030 Glencrossing Way,"Cincinnati, OH 45238",(513) 922-2288
Taqueria El Comal,747 High St,"Hamilton, OH 45011",(513) 895-5800
Penn Station East Coast Subs,2075 N Bechtle Ave,"Springfield, OH 45504",(937) 390-9520
Giovanni's of Sciotoville,315 Harding Ave,"Portsmouth, OH 45662",(740) 776-2191
Ristorante Italiano,3614 Euclid Ave,"Cleveland, OH 44115",(216) 361-3535
Wendy's,29778 Detroit Rd,"Westlake, OH 44145",(440) 640-8202
C J's Family Restaurant,1920 Main St,"Stockport, OH 43787",(740) 559-3966
Dunkin',8000 Beechmont Ave,"Cincinnati, OH 45255",(513) 474-8400
Peking Kitchen,12 E Bancroft St Ste 101,"Toledo, OH 43620",(419) 243-3770
McDonald's,101 Grand Lake Rd,"Celina, OH 45822",(419) 586-1848
Los Portales,5230 Beechmont Ave,"Cincinnati, OH 45230",(513) 231-2300
KFC - Closed,1245 Pearl Rd,"Brunswick, OH 44212",(330) 225-6577
Bar Shannon,175 16th St NW,"Barberton, OH 44203",(330) 825-5538
Hang Yuen Kitchen,1664 N Main St,"North Canton, OH 44720",(330) 499-2668
The Galley,203 2nd St,"Marietta, OH 45750",(740) 374-8278
Brother's Pizza Restaurant In Champion,187 Folsom St NW,"Warren, OH 44483",(330) 847-7900
Penn Station East Coast Subs,5401 Dixie Hwy,"Fairfield, OH 45014",(513) 829-8800
China Delight,29336 Lorain Rd,"North Olmsted, OH 44070",(440) 801-9888
County Line Carry Out,130 State Route 124,"Latham, OH 45646",(937) 588-4911
Papa Joe's Submarines,29131 Euclid Ave,"Wickliffe, OH 44092",(440) 944-7644
Crossroads Pizza,218 High St NW,"Carrollton, OH 44615",(330) 627-7100
Kam Wah Restaurant,105 S 3rd St,"Waterville, OH 43566",(419) 878-9517
Angelo's Pizzeria,4169 Tallmadge Rd,"Rootstown, OH 44272",(330) 325-8100
Mr. Hero,5846 State Rd,"Cleveland, OH 44134",(440) 842-6575
Go Play Cafe,836 Reading Rd,"Mason, OH 45040",(513) 770-0710
Subway,503 W Hunter St,"Logan, OH 43138",(740) 385-1194
Subway,1201 N Barron St,"Eaton, OH 45320",(937) 456-9484
Drummies Pizzaria,51 N Liberty St,"Alexandria, OH 43001",(740) 924-2095
Arby's,4321 Mahoning Ave NW,"Warren, OH 44483",(330) 847-9649
Fortune Garden,4245 Belmont Ave,"Youngstown, OH 44505",(330) 759-9166
Georgio's Oven Fresh Pizza Co,3732 Pearl Rd,"Cleveland, OH 44109",(216) 398-7900
Rockets Grub & Pub,128 N Michigan Ave,"Edgerton, OH 43517",(419) 298-2600
Tokyo Japanese Steakhouse,1800 Tiffin Ave,"Findlay, OH 45840",(419) 420-8881
The Roosevelt,3175 Union St,"Bellaire, OH 43906",(740) 676-9015
Jac & Do's Pizza,283 S Washington St,"Tiffin, OH 44883",(419) 447-0196
Swensons Drive-In,4466 Kent Rd,"Stow, OH 44224",(330) 678-7775
Co Wei Shu Wang,1403 Lincoln Ave,"Brunswick, OH 44212",(330) 225-3164
Victoria's Deli & Restaurant,6779 Ames Rd,"Cleveland, OH 44129",(440) 845-8922
UFO Inc,324 Earlington Cir,"Tallmadge, OH 44278",(330) 634-1333
Red Chimney,6501 Fleet Ave,"Cleveland, OH 44105",(216) 441-0053
Sonnets Cafe,117 College St,"Wadsworth, OH 44281",(330) 336-5557
Kfc,407 N Leavitt Rd,"Amherst, OH 44001",(440) 985-1372
Rudy's Bar & Grill,5665 Liberty Ave.,"Vermilion, OH 44089",(440) 967-4534
David's Deli,1111 Superior Ave E,"Cleveland, OH 44114",(216) 696-2266
Denny's - Closed,1050 Mount Vernon Ave,"Marion, OH 43302",(740) 389-2515
Taco Bell,6140 Sunbury Rd,"Westerville, OH 43082",(614) 895-0550
Snak Shak,305 Solida Rd,"South Point, OH 45680",(740) 377-4630
Arby's,8031 Montgomery Rd,"Cincinnati, OH 45236",(513) 791-2727
Continental Cuisine,55 Ghent Rd,"Fairlawn, OH 44333",(330) 864-1777
Peking,2815 Cleveland Ave S,"Canton, OH 44707",(330) 484-3831
Bob Evans Restaurant,2449 Gilchrist Rd,"Akron, OH 44305",(330) 784-4421
Froggy's,11065 County Road 293  Turkeyfoot Point Indian Lake,"Lakeview, OH 43331",(937) 842-5580
Hau Po,14 S Chestnut St,"Jefferson, OH 44047",(440) 576-3138
American Food & Drink Ctr,44 N High St,"Columbus, OH 43215",(614) 221-7222
Max & Erma's,7890 Mentor Ave,"Mentor, OH 44060",(440) 205-9994
Taylor's,146 Portland Way N,"Galion, OH 44833",(419) 468-2833
Peddler Lounge,3977 Jackpot Rd,"Grove City, OH 43123",(614) 539-1865
J S Carry Out,6418 Spain St,"Mingo, OH 43047",(937) 652-3225
Arby's,10365 Reading Rd,"Cincinnati, OH 45241",(513) 563-7303
McDonald's,60 S Market St,"East Palestine, OH 44413",(330) 426-1117
Italiano's Pizzaria,10714 Main St,"Mantua, OH 44255",(330) 274-3152
Carrabba's Italian Grill,3405 Briarfield Blvd,"Maumee, OH 43537",(419) 861-2200
Miller's Cafe,233 E Spring St,"Saint Marys, OH 45885",(419) 394-3670
Taylor's Diner,700 W Liberty St,"Medina, OH 44256",(330) 721-8537
Sylvia's Restaurant,2340 Maitland Ave,"Cuyahoga Falls, OH 44223",(330) 929-9393
Golden China Express,2193 Stringtown Rd,"Grove City, OH 43123",(614) 871-8208
Possum Holler Pizza,1876 Lisle Ave,"Obetz, OH 43207",(614) 497-1355
Black Forest,4368 Mayfield Rd,"Cleveland, OH 44121",(216) 331-0770
McDonald's,3101 Cleveland Ave NW,"Canton, OH 44709",(330) 492-8102
Jolene's Cozy Cafe,507 E Columbus St,"Kenton, OH 43326",(419) 674-4551
Easy Street Cafe,104 S Main St,"Bowling Green, OH 43402",(419) 353-0988
Super Subby's,4814 N Main St,"Dayton, OH 45405",(937) 276-4644
Domino's Pizza,3554 Broadway,"Grove City, OH 43123",(614) 875-8366
Westerville Grille,59 S State St,"Westerville, OH 43081",(614) 794-7200
Krispy Kreme,2126 S Main St,"Akron, OH 44301",(330) 773-4459
Winking Lizard Tavern,5710 Fulton Dr NW,"Canton, OH 44718",(330) 497-1133
International Food And Deli,5850 State Rd,"Cleveland, OH 44134",(440) 887-1046
Subway,1330 S Water St,"Kent, OH 44240",(330) 346-0245
Dairy Queen Grill & Chill,434 E Wooster St,"Bowling Green, OH 43402",(419) 819-4444
White Castle,3940 Ludlow Ave,"Cincinnati, OH 45223",(513) 542-7291
Subway,5842 W Central Ave,"Toledo, OH 43615",(419) 536-3666
"Big Dipper Food Company, Inc.",50 Superior St.,"Youngstown, OH 44510",(330) 272-0680
McAlister's Deli,5040 Deerfield Blvd,"Mason, OH 45040",(513) 770-0050
McDonald's,7700 Reynolds Rd,"Mentor, OH 44060",(440) 946-9492
Subway,8094 Main St,"Garrettsville, OH 44231",(330) 527-8222
Monterrey Mexican Restaurant,3523 Maple Ave,"Zanesville, OH 43701",(740) 487-1903
Bob Evans Restaurant,3140 Olentangy River Rd,"Columbus, OH 43202",(614) 263-5000
Stewart's Root Beer - Marion,1036 N Main St,"Marion, OH 43302",(740) 382-6807
Dino's North,696 Richmond Ave,"Marion, OH 43302",(740) 382-2682
Payne Pizza & More,120 Harding Way W,"Galion, OH 44833",(419) 462-3090
Subway,2130 S Limestone St,"Springfield, OH 45505",(937) 323-0800
Subway,5117 Main St,"Berlin, OH 44610",(330) 893-3125
Bob Evans Restaurant,220 Byers Rd,"Miamisburg, OH 45342",(937) 866-4222
Gotcha Inn,3232 Lakeside Ave E,"Cleveland, OH 44114",(216) 938-5578
McDonald's,2001 Hospital Dr,"Batavia, OH 45103",(513) 406-6816
Taco Bell,893 W Galbraith Rd,"Cincinnati, OH 45231",(513) 322-4768
Tiffany's Pizza,5035 Turney Rd,"Cleveland, OH 44125",(216) 587-3900
Carl's Townhouse,95 W 2nd St,"Chillicothe, OH 45601",(740) 773-1660
India Garden,18405 Detroit Ave,"Lakewood, OH 44107",(216) 221-0676
Famous Dave's Bar-B-Que,26410 Great Northern Shop Ctr,"North Olmsted, OH 44070",(440) 777-0200
Jimmy's Italian Food,3230 Belmont Ave,"Youngstown, OH 44505",(330) 759-2904
Arby's,21412 Center Ridge Rd,"Rocky River, OH 44116",(440) 331-9176
House of Hunan,18 Public Sq,"Medina, OH 44256",(330) 722-1899
Il Bacio,2181 Murray Hill Rd,"Cleveland, OH 44106",(216) 231-5977
Domino's Pizza,415 2nd St,"Marietta, OH 45750",(740) 374-9852
Copper Kettle Marina,5823 W Erie Ave,"Lorain, OH 44053",(440) 822-3912
Long John Silver's,1420 Cooper Foster Park Rd W,"Lorain, OH 44053",(440) 282-5216
Kosta's,924 W 4th St,"Ontario, OH 44906",(419) 529-3844
Hoppys One price Pizza,753 Putnam Ave,"Zanesville, OH 43701",(740) 617-0779
Wendy's,7170 Sawmill Rd,"Columbus, OH 43235",(614) 764-1618
Legacy Pancake House,1510 N Keowee St,"Dayton, OH 45404",(937) 222-2037
Bennigan's,7260 Miller Ln,"Dayton, OH 45414",(937) 264-1333
Tink Holl Sea Food Restaurant,1735 E 36th St,"Cleveland, OH 44114",(216) 881-9688
Fairborn Family Diner,419 N Broad St,"Fairborn, OH 45324",(937) 879-9454
Paul's Drive in,17 Church St,"Shelby, OH 44875",(419) 342-3201
Grand Buffet,1220 N Bridge St,"Chillicothe, OH 45601",(740) 772-6688
Chipotle Mexican Grill,899 N Court St,"Medina, OH 44256",(330) 725-2303
BD's Mongolian Grill,3977 Worth Ave,"Columbus, OH 43219",(614) 471-1000
O'Manny's Pub,2524 Bethel Rd,"Columbus, OH 43220",(614) 457-7177
Wendy's,4730 Dixie Hwy,"Fairfield, OH 45014",(513) 572-3826
White Castle,3751 S Hamilton Rd,"Groveport, OH 43125",(614) 835-0413
PJ McIntyre Irish Pub,17119 Lorain Ave,"Cleveland, OH 44111",(216) 941-9311
Arby's,347 Milan Ave,"Norwalk, OH 44857",(419) 663-2729
Arby's,8301 Yankee St,"Centerville, OH 45458",(937) 312-1728
Nothing But Noodles,5076 Deerfield Blvd,"Mason, OH 45040",(513) 770-0020
Restaurant Repair Servs of Ohio,13642 Buzzard Rd,"Orient, OH 43146",(614) 877-0522
Fu Lin Chinese Restaurant,508 Central Ave,"Franklin, OH 45005",(937) 743-2147
Dairy Queen Grill & Chill,169 Upper River Rd,"Gallipolis, OH 45631",(740) 446-3278
Arby's,6723 Airport Hwy,"Holland, OH 43528",(419) 861-2150
Wok Express,320 Northland Blvd,"Cincinnati, OH 45246",(513) 771-5888
The Flying Joe,2130 Preston Pkwy,"Perrysburg, OH 43551",(419) 931-0273
Arby's,683 E Aurora Rd,"Macedonia, OH 44056",(330) 467-6022
Hil-Mak Sea Foods,449 Lake Ave,"Ashtabula, OH 44004",(440) 964-3222
Kfc,2109 E Dorothy Ln,"Kettering, OH 45420",(937) 298-3493
Bar The Sportsman,1025 Starr Ave,"Toledo, OH 43605",(419) 693-5601
Pizza Joe's,284 12th St,"Campbell, OH 44405",(330) 755-2555
China House,240 N Main St,"Rittman, OH 44270",(330) 925-8588
Nelly's Chicken Inc,37 Alexandersville Rd,"Miamisburg, OH 45342",(937) 859-5555
Mobil Dogs Cafe,10 W Main St,"Springfield, OH 45502",(937) 325-2727
Taco Bell,4110 Lee Rd,"Cleveland, OH 44128",(216) 283-4044
Rue Dumaine,1061 Miamisburg Centerville Rd,"Washington Township, OH 45459",(937) 610-1061
Wendy's,316 Center St,"Wheelersburg, OH 45694",(740) 574-8188
Brazenhead 5th Avenue,1027 W 5th Ave,"Columbus, OH 43212",(614) 291-1930
Swensons Drive-In,40 Brookmont Rd,"Akron, OH 44333",(330) 665-1858
Pizza Point,301 Walnut St,"Coshocton, OH 43812",(740) 622-3157
Dusty's Landing II,401 W Turkeyfoot Lake Rd,"New Franklin, OH 44319",(330) 644-3220
Dairy Queen Grill & Chill,580 Norton Ave,"Barberton, OH 44203",(330) 753-8118
New York New York Fresh Deli,2210 Beechmont Ave,"Cincinnati, OH 45230",(513) 233-3354
McDonald's,300 28th St,"Bellaire, OH 43906",(740) 671-9044
Subway,6220 Memphis Ave,"Cleveland, OH 44144",(216) 398-7827
Ryan's,1095 N Shoop Ave,"Wauseon, OH 43567",(419) 337-1948
Arby's,2393 Elida Rd,"Lima, OH 45805",(419) 331-4906
Bombay Sitar Restaurant,5111 Fulton Dr NW,"Canton, OH 44718",(330) 305-0671
Lemon Grass Fusion Bistro,641 N High St Ste 103,"Columbus, OH 43215",(614) 224-7714
The Boardwalk,341 Bayview Ave,"Put In Bay, OH 43456",(419) 285-3695
Tailgater's Sports Bar and Grill,4680 E Main St,"Columbus, OH 43213",(614) 861-7819
Pei Wei,4155 Morse Xing,"Columbus, OH 43219",(614) 418-9825
Hot Wings Sports Cafe,5297 Delhi Ave,"Cincinnati, OH 45238",(513) 347-3333
Subway,3195 Hilliard Rome Rd,"Hilliard, OH 43026",(614) 876-0843
Asian Buffet,1296 Lexington Ave,"Mansfield, OH 44907",(419) 774-1689
Rito's Bakery & Deli,1930 Pearl Rd,"Brunswick, OH 44212",(330) 220-3103
China Wok,1107 N Main St,"Celina, OH 45822",(419) 586-1388
Pizza Hut,556 Main St,"Wellsville, OH 43968",(330) 532-6200
Market Street Grill and Pub,1677 E Market St,"Akron, OH 44305",(330) 733-6279
Corner Cafe Restaurant,535 Sunbury Rd,"Delaware, OH 43015",(740) 369-0377
Penn Station East Coast Subs,8880 Colerain Ave,"Cincinnati, OH 45251",(513) 741-0070
Raider,115 E Main St,"Freeport, OH 43973",(740) 658-3147
Krispy Kreme,1693 W Market St,"Akron, OH 44313",(330) 864-9955
Golden China Express,240 Granville St,"Columbus, OH 43230",(614) 478-8008
Loong Fung,716 N Court St,"Medina, OH 44256",(330) 722-2988
Kooma Sushi Restaurant,37 Vine St,"Columbus, OH 43215",(614) 224-3239
Tudor's Biscuit World,1601 State Route 7 S,"Gallipolis, OH 45631",(740) 446-7282
Zeppe's Pizzeria,8235 Washington St,"Chagrin Falls, OH 44023",(440) 543-5004
Tokyo Japanese Restaurant,11481 Chester Rd,"Cincinnati, OH 45246",(513) 771-4488
Steak 'n Shake,3835 Race Rd,"Cincinnati, OH 45211",(513) 214-2167
Jasmine Distributing,12117 Berea Rd,"Cleveland, OH 44111",(216) 251-9420
Time Square Restaurant,8078 Main St,"Kinsman, OH 44428",(330) 876-3241
Roma Society,570 Warehouse St,"Alliance, OH 44601",(330) 823-8199
Brennan's Colony,2299 Lee Rd,"Cleveland, OH 44118",(216) 371-1010
Morone's Italian Villa,1490 Bethel Rd,"Columbus, OH 43220",(614) 457-7444
Bruno's Pizzeria,1037 S Myrtle Ave,"Willard, OH 44890",(419) 933-4200
Reading Carry Out,950 Jefferson Ave,"Cincinnati, OH 45215",(513) 733-3930
Dairy Queen,241 E Park Ave,"Columbiana, OH 44408",(330) 892-6100
Hoys Again,124 W Madison St,"Gibsonburg, OH 43431",(419) 637-2788
Domino's Pizza,2109 Washington Blvd,"Belpre, OH 45714",(740) 423-0030
McDonald's,725 Dover Rd,"Sugarcreek, OH 44681",(330) 852-3417
Burger King,1080 Hill Rd N,"Pickerington, OH 43147",(614) 866-9490
County Line Bar & Grill,4 State Route 44,"Hartville, OH 44632",(330) 935-2990
Alpha Cafe,7 E Auglaize St,"Wapakoneta, OH 45895",(419) 738-2013
Charlie's Deli & Catering,429 Troy St,"Dayton, OH 45404",(937) 224-3767
Above Inc,805 Pearl Rd,"Brunswick, OH 44212",(330) 220-6166
Beachland Ballroom & Tavern,15711 Waterloo Rd,"Cleveland, OH 44110",(216) 383-9991
Bubbles Tea & Juice Company,59 Spruce St,"Columbus, OH 43215",(614) 280-1400
Smitty's Place,368 E Bridge St,"Elyria, OH 44035",(440) 323-9708
Long John Silver's,863 Hebron Rd,"Heath, OH 43056",(740) 522-5488
Si's Carryout,503 Davis St,"Cincinnati, OH 45215",(513) 761-4084
Donatos Pizza,1210 W Ohio Pike Ste B,"Amelia, OH 45102",(513) 752-0100
McDonald's,801 Wolf Ledges Pkwy,"Akron, OH 44311",(330) 434-2208
Eurogyro,4195 Massillon Rd,"Uniontown, OH 44685",(330) 899-0888
Pizza Hut,1102 Canton Rd NW,"Carrollton, OH 44615",(330) 627-5149
Krispy Kreme,354 S Maple St,"Akron, OH 44302",(330) 376-5014
Subway,17 E High St,"Oxford, OH 45056",(513) 280-6368
Coffee Emporium,3316 Erie Ave,"Cincinnati, OH 45208",(513) 321-5943
China House,27241 Wolf Rd,"Bay Village, OH 44140",(440) 808-8855
George's Family Restaurant,2170 N Ridge Rd,"Elyria, OH 44035",(440) 277-5838
Heavenly Ham,6527 Brecksville Rd Ste A,"Cleveland, OH 44131",(216) 573-1388
Subway,3520 Hudson Dr,"Stow, OH 44224",(330) 926-9000
Dunkin',4812 Mahoning Ave,"Austintown, OH 44515",(330) 799-5900
Gloria's Tamales,5004 Lewis Ave,"Toledo, OH 43612",(419) 476-1000
Luciano's Restaurant,8561 Washington St,"Chagrin Falls, OH 44023",(440) 543-2111
J J's Pizza,24 Sandusky St,"Plymouth, OH 44865",(419) 687-2555
The Beachcomber,5591 Pymatuning Lake Rd,"Andover, OH 44003",(440) 293-6303
Roly Poly,33 N Main St,"Dayton, OH 45402",(937) 558-0500
McDonald's,246 E Exchange St,"Akron, OH 44304",(330) 376-7324
McDonald's,5867 Wooster Pike,"Medina, OH 44256",(330) 723-6096
Diangelo's Pizza,114 E Market St,"Cadiz, OH 43907",(740) 942-3000
Bob Evans Restaurant,1850 E Dorothy Ln,"Dayton, OH 45429",(937) 293-3222
Streets Tavern Bar and Grill,9107 State Route 14,"Streetsboro, OH 44241",(330) 626-2277
PizzaRev,1607 N High St,"Columbus, OH 43201",(614) 299-0900
Tommy's Pizza & Chicken,17664 Pearl Rd,"Strongsville, OH 44136",(440) 878-9999
Outback Steakhouse,6168 Glenway Ave,"Cincinnati, OH 45211",(513) 662-4900
Casa Fiesta,344 Milan Ave,"Norwalk, OH 44857",(419) 660-8085
Airport Carry Out Store,11828 Airport Hwy,"Swanton, OH 43558",(419) 826-0761
Yodgi's Concessions,885 Springdale St,"Akron, OH 44310",(330) 376-6479
Rice Bowl Restaurant,2300 S High St,"Columbus, OH 43207",(614) 445-8828
Starbucks Coffee,3305 W Central Ave,"Toledo, OH 43606",(419) 535-2943
Angilo's Pizza,7503 Hamilton Ave,"Cincinnati, OH 45231",(513) 522-1940
College Inn Eatery,935 W State St,"Alliance, OH 44601",(330) 823-3332
Chipotle Mexican Grill,8375 Winton Rd,"Cincinnati, OH 45231",(513) 931-9333
George's Kitchen,13101 Triskett Rd,"Cleveland, OH 44111",(216) 671-0430
Taco Bell,1839 Beall Ave,"Wooster, OH 44691",(330) 262-1394
Bella Napoli Pizza & Pasta,419 E Main St,"Canfield, OH 44406",(330) 533-3434
Burger King,8834 Lake Rd,"Seville, OH 44273",(330) 769-2053
McDonald's,601 E Midlothian Blvd,"Youngstown, OH 44502",(330) 788-9110
Burger King,5470 Renner Rd,"Columbus, OH 43228",(614) 870-2133
Kfc,1785 Hilliard Rome Rd,"Hilliard, OH 43026",(614) 850-0268
Buena Vista II,1873 Niles Cortland Rd NE,"Warren, OH 44484",(330) 856-2811
Spinelli's Deli,767 Neil Ave,"Columbus, OH 43215",(614) 360-9002
Max & Erma's,1391 Arrowhead Dr,"Maumee, OH 43537",(419) 887-1682
Little Bar & Grill,614 Frankfort Ave,"Cleveland, OH 44113",(216) 861-2166
Nada,600 Walnut St,"Cincinnati, OH 45202",(513) 721-6232
O'Toole's Irish Pub,7578 E Main St,"Reynoldsburg, OH 43068",(614) 864-0001
Alessandro's,6540 Lake Rd W,"Ashtabula, OH 44004",(440) 964-5766
Wendy's,5166 Airport Hwy,"Toledo, OH 43615",(419) 382-3881
Chinatown Kitchen,3828 Tuscarawas St W,"Canton, OH 44708",(330) 477-3888
Buffalo Wild Wings,6595 Perimeter Loop Rd,"Dublin, OH 43017",(614) 766-9464
Grills Tavern,4949 N Union Rd,"Trotwood, OH 45426",(937) 529-4901
Kfc,4449 E Main St,"Whitehall, OH 43213",(614) 231-6939
Jim's Place,228 W High Ave,"New Philadelphia, OH 44663",(330) 339-6566
Chipotle Mexican Grill,63 Maxtown Rd,"Westerville, OH 43082",(614) 899-3160
Lazy Chameleon Bar & Grill,4028 Presidential Pkwy,"Powell, OH 43065",(614) 792-8393
R K Die Casting,6060 Milo Rd,"Dayton, OH 45414",(937) 264-0100
Padrones Pizza,317 S Main St,"Fostoria, OH 44830",(419) 435-3600
Ye Olde Trail Tavern,228 Xenia Ave,"Yellow Springs, OH 45387",(937) 767-7448
Dairy Queen Grill & Chill,3645 Fishcreek Rd,"Stow, OH 44224",(330) 678-3025
McDonald's,1043 Old Us Highway 52,"New Richmond, OH 45157",(513) 553-0581
Cracker Barrel Old Country Store,105 W Leffel Ln,"Springfield, OH 45506",(937) 325-8221
Panera Bread,118 W Streetsboro St Ste 23,"Hudson, OH 44236",(330) 463-5665
Athena's,4037 State Rd,"Cuyahoga Falls, OH 44223",(330) 929-2940
Donut Connection,1969 State Rd,"Cuyahoga Falls, OH 44223",(330) 923-3189
Tony's Pizza and More,27940 Chardon Rd,"Willoughby Hills, OH 44092",(440) 943-0200
Jimmy's Pizza,306 W Franklin St,"Kenton, OH 43326",(419) 675-3529
China Star,527 Dorr St,"Toledo, OH 43604",(419) 246-0883
